segment_id,year_month,total_amt,txn_cnt,avg_ticket,ratio_종합소매점,ratio_연료판매,ratio_일반병원,ratio_한식,ratio_음/식료품소매,ratio_제조/도매,ratio_의약/의료품,ratio_차량관리/서비스,ratio_특화병원,ratio_의복/의류,ratio_차량판매,ratio_고기요리
화성시_F_6,202501,68050652849.0,1583854.0,42965.23091711736,0.30178223605110743,0.10713178489139312,0.0909335874867604,0.054505013881428886,0.061243886182124084,0.12558496498058705,0.032465269968805215,0.01400118783234797,0.04013183950637764,0.03790193319653545,0.11794099876440285,0.016377297258129885
화성시_M_7,202501,63047517509.0,1277762.0,49342.14471004772,0.20759583615286428,0.22083123806014138,0.05224549881422788,0.051972514202508514,0.04839911852838982,0.16965073181812262,0.027973918694915285,0.029197980893092584,0.021797674307865642,0.0197393872997304,0.13498005071359595,0.015616050514545595
화성시_F_7,202501,36370975567.0,801448.0,45381.57880111997,0.3141131197513486,0.10625219014226095,0.08745073722121297,0.05152051208548184,0.08252745256234523,0.14327226316232958,0.03665928584125382,0.017037578836890763,0.028434780012292545,0.036902418299938136,0.08339159788117903,0.012438064203466553
화성시_M_8,202501,13980757197.0,314892.0,44398.57855074121,0.2326773921518826,0.20671716196369025,0.0776369231291743,0.0504517622926921,0.06241994540952725,0.12334476908930382,0.04449031246704572,0.026054499853061845,0.02800188743508526,0.021658161093428555,0.11189079157009262,0.014656393545015694
화성시_F_9,202501,1722738426.0,46662.0,36919.5153658223,0.3847035295391567,0.08243504866881282,0.13976103289888053,0.058571330846518714,0.1028481774838499,0.05897943940142657,0.08446874078067859,0.007810323601338682,0.03249259387060176,0.028289609848554085,0.0008749287403083308,0.01876524431987329
화성시_M_9,202501,2253567433.0,56224.0,40081.947798093344,0.2825738671161546,0.1261913768001769,0.13499079790401647,0.05411112261924545,0.07520562214256249,0.1342786351778923,0.07822884529320503,0.020257083077119077,0.04642412285406655,0.023071623537708877,0.0051937766040837585,0.019473126873768478
화성시_F_10,202501,93424109.0,2097.0,44551.31568907964,0.4219595311129795,0.040094352892002486,0.20148414675254656,0.04942757545649887,0.06736936982745062,0.012876926975048086,0.05912881170850618,0.014859774439690126,0.09478557604438183,0.02405493753436195,0.0002265884281647429,0.01373240882836904
화성시_M_11,202501,5493674.0,24.0,228903.08333333334,0.8162249201372676,0.0,0.0,0.0,0.12905521090432037,0.0,0.054719868958412084,0.0,0.0,0.0,0.0,0.0
과천시_F_6,202501,4453744149.0,159098.0,27993.71550239475,0.4639629967496198,0.06457783681547334,0.09378476915253482,0.10717326619390644,0.05457051269027239,0.010920613330862756,0.037510335249821114,0.025459867366343376,0.060778328455144394,0.04943281230022544,0.003958711722358447,0.027869949973437627
과천시_F_7,202501,3280461621.0,110083.0,29799.892998918996,0.5497748114211198,0.05972253659518357,0.08063034504614626,0.08272358101278325,0.051795877893602245,0.0068555737290517315,0.03820678593180332,0.0118599911706317,0.04528439309347943,0.03706564206239068,0.0029211127525325467,0.03315934929127546
과천시_F_9,202501,358803840.0,12065.0,29739.23249067551,0.540901564728438,0.024923926129791205,0.09124236868272652,0.08129248039088843,0.06127369868568772,0.0032980014840669632,0.0649752179915304,0.0004978511899140952,0.07266698813054867,0.01594951418085231,0.0,0.0429783884055557
과천시_M_5,202501,6057888887.0,250597.0,24173.828445671737,0.339481946288315,0.10307336825322524,0.08613497035225638,0.17627430039943293,0.027299927479133627,0.02267810467209065,0.041761848379035196,0.05715289478374445,0.04157186870319907,0.05851838255396496,0.004424635542630633,0.041627752592971835
과천시_M_2,202501,33879872.0,5134.0,6599.118036618621,0.4005644527086134,0.0016193490485147924,0.10488490613969641,0.25382857473922277,0.029040619956846727,0.013151963036043515,0.05124013929832613,0.0020226344428153726,0.023572571947596127,0.08631702450402638,0.0,0.03375776417829833
