segment_id,year_month,total_amt,txn_cnt,avg_ticket,ratio_종합소매점,ratio_연료판매,ratio_일반병원,ratio_한식,ratio_음/식료품소매,ratio_제조/도매,ratio_의약/의료품,ratio_차량관리/서비스,ratio_특화병원,ratio_의복/의류,ratio_차량판매,ratio_고기요리,carbon_kg,carbon_score,cluster,cluster_name
용인시_M_6,202501,128807839652.0,3418019.0,37684.93962496991,0.311767132435254,0.249260341583185,0.0764670639476131,0.0837354331486318,0.0569312604740976,0.0496388380804072,0.0333945222515495,0.0458368272518305,0.0286571275749095,0.0328319673984657,0.006748441773392,0.0247310440806637,7074744.201418187,1.4,0,종합소매점/연료판매/한식
용인시_M_9,202501,8281011098.0,232683.0,35589.23985851996,0.3571951944095322,0.0871676053747946,0.1320800124993147,0.0930562323684797,0.0947706724998712,0.0275991693231382,0.0905650012680543,0.0270950526804626,0.041247026882496,0.0231862739820579,0.0025236256105181,0.0235141331012801,442851.42372500343,47.9,3,종합소매점/일반병원/음/식료품소매
용인시_F_9,202501,7635361529.0,197145.0,38729.6737376043,0.3937700845944032,0.0449098636441496,0.1220565996535889,0.0779528398979473,0.1184557341265001,0.0699461124440298,0.081997602525568,0.0112565677352673,0.035554594479884,0.0274817277225926,0.0013331292004464,0.0152851439756224,413243.0154405304,48.9,3,종합소매점/일반병원/음/식료품소매
용인시_F_10,202501,461229073.0,9945.0,46377.98622423328,0.3764710985416153,0.0595521935869014,0.204379507857666,0.0884086188533672,0.0850697010463787,0.0266221270027239,0.0558072659502872,0.0521198718269098,0.0264864465578416,0.0117802516623134,0.0,0.013302917113995,23876.462833087313,71.7,3,종합소매점/일반병원/한식
용인시_M_10,202501,538158642.0,13201.0,40766.50571926369,0.3283220648509899,0.0441701893287036,0.2182750941192933,0.1020155456567268,0.0920991510974633,0.0099557035381973,0.1012180046537413,0.018051039435896,0.0372230644079618,0.0248929331306144,0.0,0.0237772097804117,28917.384163345225,70.8,3,종합소매점/일반병원/한식
용인시_F_11,202501,10105556.0,239.0,42282.66108786611,0.4651744881429304,0.036347049466407,0.3571583457697896,0.074062954034225,0.0049661879925591,0.0,0.0150877136751088,0.0,0.0185506249080825,0.0,0.0,0.0286526360108972,505.27779999999984,90.4,3,종합소매점/일반병원/한식
용인시_M_11,202501,1077030.0,112.0,9616.339285714286,0.0677517602878288,0.0,0.0,0.0598230525524781,0.0,0.0,0.0,0.8724251871596931,0.0,0.0,0.0,0.0,53.8515,93.6,1,차량관리/서비스/종합소매점/한식
화성시_F_5,202501,84873572646.0,2197954.0,38614.8084291118,0.310153174751456,0.09339375399786,0.1289317296642177,0.0588135921323836,0.0525394381336309,0.0957054887300141,0.0429182765646558,0.0153529425520003,0.0575265406635529,0.0456980352897099,0.0791049077898767,0.0198621197306416,4825461.959991097,5.5,0,종합소매점/일반병원/제조/도매
화성시_M_3,202501,30899702509.0,1565983.0,19731.825000015964,0.3840127083656648,0.1219311158487615,0.0573965483798365,0.0966861051607746,0.0349522466480979,0.0646432399752803,0.0222175529823386,0.0183788854576586,0.0256669074769258,0.0360933715605936,0.0925368625239264,0.0454844556201409,1712276.2920153707,26.0,0,종합소매점/연료판매/한식
화성시_F_3,202501,17629749693.0,711298.0,24785.32161344472,0.3114464843853893,0.0822796430726514,0.1140718227868473,0.0964756275163184,0.0385428111071219,0.043435906871583,0.0426055285870643,0.0126292521077168,0.0537172791943318,0.0466479381623851,0.1136847080565113,0.0444629981520789,1004846.2056746084,36.1,4,종합소매점/일반병원/차량판매
화성시_F_6,202501,68050652849.0,1583854.0,42965.23091711736,0.3017822360511074,0.1071317848913931,0.0909335874867604,0.0545050138814288,0.061243886182124,0.125584964980587,0.0324652699688052,0.0140011878323479,0.0401318395063776,0.0379019331965354,0.1179409987644028,0.0163772972581298,3789420.3371895114,7.8,4,종합소매점/제조/도매/차량판매
화성시_M_7,202501,63047517509.0,1277762.0,49342.14471004772,0.2075958361528642,0.2208312380601413,0.0522454988142278,0.0519725142025085,0.0483991185283898,0.1696507318181226,0.0279739186949152,0.0291979808930925,0.0217976743078656,0.0197393872997304,0.1349800507135959,0.0156160505145455,3339053.7804095005,12.3,4,연료판매/종합소매점/제조/도매
화성시_F_7,202501,36370975567.0,801448.0,45381.57880111997,0.3141131197513486,0.1062521901422609,0.0874507372212129,0.0515205120854818,0.0825274525623452,0.1432722631623295,0.0366592858412538,0.0170375788368907,0.0284347800122925,0.0369024182999381,0.083391597881179,0.0124380642034665,2019875.3215025386,22.4,4,종합소매점/제조/도매/연료판매
화성시_M_8,202501,13980757197.0,314892.0,44398.57855074121,0.2326773921518826,0.2067171619636902,0.0776369231291743,0.0504517622926921,0.0624199454095272,0.1233447690893038,0.0444903124670457,0.0260544998530618,0.0280018874350852,0.0216581610934285,0.1118907915700926,0.0146563935450156,744457.4835871101,40.2,4,종합소매점/연료판매/제조/도매
화성시_F_9,202501,1722738426.0,46662.0,36919.5153658223,0.3847035295391567,0.0824350486688128,0.1397610328988805,0.0585713308465187,0.1028481774838499,0.0589794394014265,0.0844687407806785,0.0078103236013386,0.0324925938706017,0.028289609848554,0.0008749287403083,0.0187652443198732,93447.26099139775,62.6,3,종합소매점/일반병원/음/식료품소매
화성시_M_9,202501,2253567433.0,56224.0,40081.947798093344,0.2825738671161546,0.1261913768001769,0.1349907979040164,0.0541111226192454,0.0752056221425624,0.1342786351778923,0.078228845293205,0.020257083077119,0.0464241228540665,0.0230716235377088,0.0051937766040837,0.0194731268737684,120477.39056465247,61.2,3,종합소매점/일반병원/제조/도매
화성시_F_10,202501,93424109.0,2097.0,44551.31568907964,0.4219595311129795,0.0400943528920024,0.2014841467525465,0.0494275754564988,0.0673693698274506,0.012876926975048,0.0591288117085061,0.0148597744396901,0.0947855760443818,0.0240549375343619,0.0002265884281647,0.013732408828369,5008.30211592976,81.7,3,종합소매점/일반병원/특화병원
화성시_M_11,202501,5493674.0,24.0,228903.0833333333,0.8162249201372676,0.0,0.0,0.0,0.1290552109043203,0.0,0.054719868958412,0.0,0.0,0.0,0.0,0.0,274.68369999999993,90.9,1,종합소매점/음/식료품소매/의약/의료품
